neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,instant_bookable,host_identity_verified,distance_to_Brandenburg Gate,distance_to_Reichstag,distance_to_Museum Island,distance_to_Berlin Wall Memorial,distance_to_German Historical Museum,minimum_distance,bedrooms,beds,accommodates,maximum_nights
Mitte,Alexanderplatz,52.51727,13.42393,Entire home/apt,36,90,96,0.71,1,134,0,0,1,3.1351953968051567,3.2436671837638893,1.468785281527353,3.032877699998465,2.2359632579402975,1.47,2,5,6,30
Mitte,Regierungsviertel,52.52024,13.3907,Entire home/apt,162,4,149,1.16,1,187,22,0,1,0.9825189929415088,1.0007097258010298,0.8845614538160147,1.659706602841376,0.2873629107603237,0.29,1,2,6,8
Mitte,Moabit West,52.5314,13.34158,Private room,38,30,330,2.5,1,21,13,1,1,2.9784856791797396,2.7462744092026092,4.4376254242470905,3.3260183631176288,3.685979547834319,2.75,1,2,3,14
Pankow,Helmholtzplatz,52.54339,13.42615,Entire home/apt,99,3,184,1.41,1,1,1,0,1,4.459564548846369,4.368839952704958,3.387674271582958,2.605387398843432,3.72638139034071,2.61,1,1,2,365
Charlottenburg-Wilm.,Wiesbadener Straße,52.47844,13.30973,Entire home/apt,200,2,78,0.64,1,0,1,0,1,6.250819560046721,6.353738934748951,7.5900131732498775,8.347694113689304,7.036479762970226,6.25,1,1,1,14
Neukölln,Rixdorf,52.47705,13.44574,Private room,74,4,66,0.49,1,143,10,0,1,6.352105978872432,6.611063013596688,5.301379100349355,7.484686332005577,5.852068469021174,5.3,1,1,2,40
Tempelhof - Schöneberg,Schöneberg-Nord,52.49512,13.35251,Entire home/apt,59,2,242,1.96,1,63,55,0,0,2.912034690492482,3.070340105284194,4.143978832152248,5.1373805897195,3.6225419418112113,2.91,1,2,4,60
Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,114,3,49,0.49,4,30,14,0,1,4.78833461024698,4.678272077659216,6.452415051329371,5.945179582424259,5.6824058527312635,4.68,1,1,4,120
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49919,13.43648,Entire home/apt,110,5,30,0.23,1,115,8,1,1,4.415721281861536,4.6290719369618705,3.025021386537853,5.087383299130621,3.709771923502489,3.03,1,2,3,365
Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50266,13.43547,Private room,50,92,18,0.17,1,131,7,0,1,4.199650834090231,4.398807536233465,2.736139194091333,4.744826862587431,3.450273462930199,2.74,2,5,6,120
Tempelhof - Schöneberg,Schöneberg-Süd,52.48471,13.35982,Entire home/apt,80,3,79,0.64,2,2,35,0,1,3.717125713562336,3.9342122167181794,4.577480409883942,5.980164129545909,4.2343543256521095,3.72,1,1,2,1125
Tempelhof - Schöneberg,Marienfelde,52.42191,13.37495,Entire home/apt,65,5,40,0.39,1,305,7,1,1,10.501336660228489,10.762196097092499,10.7040164006241,12.643724990207609,10.710812394462382,10.5,0,1,3,365
Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,69,3,16,0.14,4,46,6,0,1,4.78833461024698,4.678272077659216,6.452415051329371,5.945179582424259,5.6824058527312635,4.68,2,3,5,730
Pankow,Blankenburg/Heinersdorf/Märchenland,52.58045,13.44398,Entire home/apt,49,3,15,0.12,1,312,6,0,1,8.436905591243043,8.274951078311819,7.642392415367505,6.221658480066728,7.856888783927814,6.22,1,1,2,1125
Tempelhof - Schöneberg,Friedenau,52.47013,13.34851,Entire home/apt,98,3,16,0.24,4,49,4,1,1,5.505223699771571,5.714435688096349,6.33578258678213,7.769721942584681,6.025421621974993,5.51,2,1,5,365
Mitte,Brunnenstr. Nord,52.54533,13.39887,Private room,50,5,7,0.06,1,351,0,0,1,3.536836629161168,3.346524384526733,3.201112513212125,1.2760475241290523,3.124606146097755,1.28,1,1,1,5
Mitte,Tiergarten Süd,52.49953,13.36546,Entire home/apt,114,3,44,0.76,4,32,20,1,1,2.041433367508787,2.2462231427186246,3.144504713247654,4.305171566712053,2.660545451030245,2.04,2,1,5,365
Mitte,Alexanderplatz,52.52889,13.40726,Entire home/apt,80,2,33,0.25,1,3,0,1,1,2.4451161887962085,2.397948706862312,1.4038118254888188,1.3508883517446233,1.6669768620807768,1.35,2,2,4,365
Tempelhof - Schöneberg,Schöneberg-Süd,52.48538,13.34681,Entire home/apt,88,5,22,0.22,1,249,6,1,1,4.0291476786535885,4.203159522215214,5.129229983013037,6.273413270034868,4.680818952839837,4.03,2,2,4,365
Spandau,Heerstraße Nord,52.51432,13.17765,Private room,40,1,54,0.43,1,27,0,0,0,13.587540614356932,13.486899715647327,15.254075638595614,14.611675626284807,14.488029039807286,13.49,2,4,4,60
Mitte,Brunnenstr. Süd,52.52959,13.39763,Private room,42,1,1,0.01,1,0,0,0,1,2.003609907097739,1.8987749626176504,1.4757530141366009,0.7980463300063634,1.4013567333072885,0.8,1,3,4,365
Mitte,Brunnenstr. Süd,52.53703,13.39735,Entire home/apt,123,3,16,0.13,8,155,5,0,1,2.6652795760467503,2.5012411701782717,2.29386064075952,0.527880756391195,2.197693868815272,0.53,1,4,5,365
Mitte,Brunnenstr. Nord,52.53867,13.39712,Entire home/apt,115,3,7,0.06,8,135,3,0,1,2.8176329609380115,2.6443275040557808,2.476693284310697,0.6110177307454664,2.374130296280507,0.61,1,1,1,90
Mitte,Alexanderplatz,52.51107,13.41645,Entire home/apt,103,90,31,0.24,4,0,0,0,1,2.688523299822179,2.8589355529778775,1.142203120292347,3.21780224742497,1.8772324498522894,1.14,1,1,1,20
Mitte,Alexanderplatz,52.51112,13.41596,Entire home/apt,78,60,56,0.45,4,0,0,0,1,2.654838556564054,2.8255070770077957,1.1113222421784734,3.194851810561179,1.8444549101872478,1.11,1,1,2,92
Mitte,Brunnenstr. Süd,52.53667,13.39505,Entire home/apt,113,3,12,0.1,8,126,10,1,1,2.5553490811900583,2.381160496330928,2.2828155606056586,0.3695540921605383,2.132741433938887,0.37,0,2,4,92
Mitte,Brunnenstr. Nord,52.53881,13.39654,Entire home/apt,113,3,7,0.06,8,142,6,0,1,2.813389377645105,2.636660621923519,2.497990264948052,0.5919503698192388,2.3829411109974865,0.59,2,5,5,365
Mitte,Alexanderplatz,52.51101,13.41584,Entire home/apt,103,60,41,0.32,4,0,0,0,1,2.6495624336879002,2.8213797707803567,1.111396845517248,3.200670824589156,1.8418614171905925,1.11,2,2,4,365
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,35,2,40,0.32,3,0,0,0,1,6.3434836184307555,6.475451895930872,4.6887307913430245,6.06308682758604,5.465212280792566,4.69,1,2,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,30,2,177,1.42,3,0,0,1,1,6.3434836184307555,6.475451895930872,4.6887307913430245,6.06308682758604,5.465212280792566,4.69,2,3,6,365
Mitte,Alexanderplatz,52.50898,13.41535,Entire home/apt,78,60,81,0.63,4,0,0,0,1,2.676736925614216,2.866414096105734,1.2285505227911209,3.375578165193729,1.914949054681403,1.23,1,1,2,21
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,30,2,56,0.43,3,0,0,1,1,6.3434836184307555,6.475451895930872,4.6887307913430245,6.06308682758604,5.465212280792566,4.69,1,2,4,1125
Tempelhof - Schöneberg,Schöneberg-Süd,52.49037,13.34143,Entire home/apt,45,180,8,0.06,1,183,0,0,1,3.7940548002218133,3.931643274062202,5.063613675854373,5.983138716755634,4.533607636563296,3.79,2,1,5,365
Neukölln,Reuterstraße,52.48584,13.42869,Private room,19,6,14,0.26,1,0,0,0,1,4.83919371659944,5.100386234267392,3.8670164362810793,6.077605468071434,4.369442740904008,3.87,2,3,2,365
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50786,13.46703,Entire home/apt,94,2,236,1.9,1,117,41,0,0,6.131439021472315,6.281798536810263,4.50070974645902,6.034498995421675,5.275883401841694,4.5,2,3,3,365
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49707,13.3849,Entire home/apt,81,3,171,1.31,1,265,33,1,1,2.1901725506281493,2.470060591549541,2.4781158075094303,4.2529368681837445,2.328742106225514,2.19,0,3,2,1125
Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50254,13.39134,Entire home/apt,284,3,55,0.42,3,245,20,0,1,1.7835824822627797,2.0639282676190627,1.7370479392708973,3.6297880256946153,1.6831138888687904,1.68,1,1,2,13
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49769,13.44399,Entire home/apt,95,2,223,2.3,1,46,0,0,0,4.948385043629401,5.158757537206035,3.528831511648845,5.541521295812788,4.22921732828431,3.53,2,3,3,365
Reinickendorf,Ost 2,52.57217,13.35152,Private room,21,1,11,0.16,1,0,0,0,0,6.47084491940279,6.189311023827148,7.075280736020054,4.884029214208336,6.630292434737427,4.88,2,4,5,365
Tempelhof - Schöneberg,Lichtenrade,52.39203,13.41021,Entire home/apt,63,3,100,0.83,2,271,18,1,1,13.999217957107508,14.275245933919408,13.876473661511039,15.9839927645702,14.040918701907822,13.88,1,4,4,7
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50702,13.46821,Entire home/apt,129,5,148,1.21,1,32,17,1,1,6.225447114776766,6.37877720948423,4.599836591355428,6.1509298807533455,5.3741618601669,4.6,1,2,2,7
Neukölln,Reuterstraße,52.48743,13.42896,Entire home/apt,76,2,71,0.53,1,257,0,0,0,4.73051012981114,4.988481983702506,3.7199755933548233,5.926444265194769,4.238416715869621,3.72,2,3,3,365
Steglitz - Zehlendorf,Schloßstr.,52.45944,13.30963,Entire home/apt,79,28,144,1.2,2,271,3,0,1,7.836659887264021,7.988595770909793,8.952946753750854,10.046199994539888,8.51624752608933,7.84,1,1,2,1000
Tempelhof - Schöneberg,Friedenau,52.46387,13.34225,Entire home/apt,75,2,123,1.03,3,253,18,1,1,6.310070533000254,6.514478483651213,7.150431792565444,8.574585357622201,6.840782989448229,6.31,1,3,3,7
Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50346,13.38851,Private room,99,2,68,1.59,1,51,12,0,1,1.6005906689768934,1.8830006109455582,1.7406595591434326,3.5284755877552447,1.5895797912156462,1.59,3,6,7,90
Pankow,Prenzlauer Berg Südwest,52.53838,13.41093,Entire home/apt,109,3,268,2.18,1,212,60,0,1,3.334475745486385,3.2232758422947083,2.488774024272492,1.4513505701618012,2.672810378782663,1.45,2,4,5,120
Pankow,Prenzlauer Berg Südwest,52.53949,13.41615,Entire home/apt,135,1,194,1.5,1,39,21,1,1,3.6690008205224314,3.5697726111362607,2.710440268886916,1.8253563703765838,2.9685898631011565,1.83,1,4,4,7
Pankow,Prenzlauer Berg Südwest,52.53237,13.41548,Entire home/apt,80,3,627,4.92,2,8,60,1,1,3.124181047375667,3.0737914878908477,1.9651777194268756,1.742763989841088,2.332161702288711,1.74,3,1,2,61
Neukölln,Rixdorf,52.47374,13.44847,Private room,25,10,10,0.08,1,0,0,0,0,6.741459776199045,7.0026488074779305,5.710885100322206,7.896357052821788,6.255053119714904,5.71,1,2,3,180
Neukölln,Rixdorf,52.48252,13.44715,Entire home/apt,50,3,12,0.1,1,0,1,0,1,6.024767831065437,6.273418335826579,4.866713013002639,7.0178063588595245,5.462127293658004,4.87,1,2,2,365
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Private room,218,1,70,0.69,13,324,20,1,1,4.689214834437065,4.8413890157943245,3.063830300269438,4.725410540989053,3.8372894735905145,3.06,1,2,4,1125
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52778,13.42564,Entire home/apt,95,5,4,0.03,1,0,3,0,1,3.492411085967237,3.5071384553988803,2.0106171678026312,2.540692057353845,2.60689955814585,2.01,1,3,4,365
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Private room,161,1,90,0.98,13,338,40,0,1,4.689214834437065,4.8413890157943245,3.063830300269438,4.725410540989053,3.8372894735905145,3.06,1,1,2,8
Steglitz - Zehlendorf,Zehlendorf  Südwest,52.43663,13.21023,Entire home/apt,48,10,11,0.13,1,223,1,1,1,14.426558696103976,14.505442746752378,15.799140230619937,16.421612154056813,15.236979863406265,14.43,1,2,4,400
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Shared room,43,1,93,1.02,13,300,38,0,0,4.689214834437065,4.8413890157943245,3.063830300269438,4.725410540989053,3.8372894735905145,3.06,2,1,3,90
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Shared room,39,1,31,0.31,13,312,13,0,1,4.689214834437065,4.8413890157943245,3.063830300269438,4.725410540989053,3.8372894735905145,3.06,2,3,6,365
Tempelhof - Schöneberg,Schöneberg-Nord,52.49015,13.35158,Entire home/apt,42,193,11,0.09,1,362,0,0,1,3.4072737793262906,3.5823296785047174,4.534271061046585,5.6527579332681706,4.066729082174241,3.41,1,1,4,30
Mitte,Brunnenstr. Süd,52.52971,13.38907,Entire home/apt,75,2,284,3.92,2,113,44,0,1,1.6810106104752358,1.5117462541687086,1.7099196701641244,0.6104588711729309,1.3468185857570663,0.61,1,1,1,30
Treptow - Köpenick,Baumschulenweg,52.44987,13.48777,Entire home/apt,85,3,9,0.09,1,167,0,0,1,10.508460116707269,10.7694810030183,9.42894658954451,11.574607443993207,10.00652742162725,9.43,1,1,4,365
Mitte,Brunnenstr. Süd,52.52961,13.38904,Entire home/apt,90,2,209,1.65,2,155,31,0,1,1.670182433846431,1.5014963451214351,1.701543074745421,0.621754926166412,1.3359449708216662,0.62,2,2,5,10
Pankow,Helmholtzplatz,52.54424,13.42139,Entire home/apt,85,2,164,1.58,1,35,29,0,1,4.295442047481976,4.187028615083961,3.332836760239698,2.3450669412946366,3.6054805345616603,2.35,1,3,3,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49078,13.41395,Entire home/apt,75,7,0,0.0,1,0,0,1,1,3.751944869027613,4.021287830154926,2.984055657817522,5.194059993198465,3.3732012048388156,2.98,4,5,8,35
Treptow - Köpenick,Altglienicke,52.41733,13.54189,Entire home/apt,48,3,26,0.27,1,0,0,0,1,15.67172286586276,15.932424232364067,14.563480377470727,16.676805276915363,15.15950087270255,14.56,2,3,4,180
Reinickendorf,Nord 2,52.59239,13.32588,Entire home/apt,36,8,43,0.34,1,0,0,0,1,9.173101383243084,8.889820333170654,9.896063677599717,7.719847267523984,9.41551267046372,7.72,1,1,2,180
Neukölln,Rudow,52.41975,13.48541,Entire home/apt,70,3,32,0.28,1,295,5,0,1,12.994336274934717,13.271463382514963,12.17082486935193,14.378725724702882,12.644292497927076,12.17,3,6,6,365
Pankow,Prenzlauer Berg Südwest,52.53806,13.41159,Private room,38,14,9,0.17,1,0,0,0,1,3.338917948453272,3.232245528130017,2.4652274985896176,1.4866318124731321,2.6653732726541306,1.49,1,1,1,90
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49667,13.40044,Entire home/apt,65,1,2,0.04,1,0,0,1,1,2.668958505807425,2.945654234347569,2.225856479688081,4.338158395808954,2.4225204119027626,2.23,1,2,4,30
Pankow,Prenzlauer Berg Süd,52.53606,13.42828,Entire home/apt,56,180,19,0.18,3,0,0,0,1,4.074451621503645,4.032254798179662,2.7883148652323935,2.585499924509842,3.254657112789019,2.59,1,1,2,60
Pankow,Helmholtzplatz,52.54345,13.41654,Private room,72,3,255,1.95,1,233,25,1,1,4.00890139292154,3.889402725746258,3.1355853328828003,2.0112481903869486,3.3523111750918635,2.01,1,3,5,30
Pankow,Helmholtzplatz,52.54116,13.41449,Entire home/apt,55,2,225,1.95,1,83,18,0,1,3.725887300334331,3.6114208922476845,2.850825469326889,1.7781718522932946,3.0623080897646524,1.78,1,1,2,45
Charlottenburg-Wilm.,Halensee,52.49614,13.29501,Entire home/apt,130,60,81,0.66,1,305,3,0,0,6.049608944924519,6.053730691760487,7.635002692936761,7.785194480368528,6.943704369769506,6.05,2,2,2,14
Charlottenburg-Wilm.,Halensee,52.49675,13.30447,Entire home/apt,28,1,0,0.0,1,264,0,0,1,5.430557090633234,5.444553685619444,7.002835497890279,7.220527857413344,6.3193164429312825,5.43,1,1,2,365
Mitte,Moabit Ost,52.51952,13.3513,Entire home/apt,99,60,65,0.52,1,160,0,0,1,1.8333078434165087,1.6930421934355986,3.4780193226698426,3.1619507874069734,2.702665856028096,1.69,1,1,2,90
Charlottenburg-Wilm.,Kantstraße,52.50621,13.3048,Private room,29,3,0,0.0,1,0,0,0,1,5.07928049108577,5.040252643269392,6.721711473846539,6.6317355372045945,5.989329586150137,5.04,1,1,4,365
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48845,13.39543,Private room,110,2,2,0.02,1,0,0,0,0,3.319349799823836,3.602594432072255,3.171575543451172,5.2089494572898225,3.2647444078469525,3.17,1,1,2,60
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49705,13.42327,Entire home/apt,170,10,57,0.45,1,42,0,0,1,3.7569820467678774,3.997229516762202,2.60305982096285,4.797359648858222,3.1722724264304163,2.6,1,2,2,365
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49257,13.41091,Entire home/apt,91,2,400,3.25,1,252,59,0,1,3.466297410206926,3.7363379470887867,2.741240558102961,4.942476760375853,3.102499265898842,2.74,1,1,2,35
Pankow,Prenzlauer Berg Süd,52.53112,13.42019,Entire home/apt,76,4,9,0.07,1,0,0,0,1,3.319635106877764,3.293779621507318,2.0168597508931403,2.0835703932358407,2.483495484940859,2.02,1,1,2,600
Pankow,Prenzlauer Berg Südwest,52.53091,13.41711,Private room,47,1,703,5.58,5,289,70,0,1,3.1278345994870267,3.0951460739066268,1.878696324533413,1.8857240101283888,2.3051339487008162,1.88,1,2,2,30
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48946,13.37568,Private room,48,5,31,0.25,1,0,0,0,1,2.9862787713217314,3.245359129620153,3.5241506050276423,5.179229669290588,3.306332477774586,2.99,1,1,2,100
Mitte,Alexanderplatz,52.52818,13.40969,Private room,29,3,75,0.84,1,0,0,0,1,2.539748715731161,2.509703349810842,1.3781850955873183,1.533020314519955,1.7259761115164367,1.38,1,1,2,1125
Pankow,Prenzlauer Berg Süd,52.53373,13.42435,Entire home/apt,64,2,57,0.47,2,198,0,0,1,3.7107016518900133,3.6750881413059755,2.419219927425954,2.322311841636923,2.884465910917276,2.32,2,1,2,1125
Charlottenburg-Wilm.,Düsseldorfer Straße,52.49922,13.33623,Entire home/apt,102,4,111,0.89,2,43,21,1,1,3.399273966569863,3.4678294559756195,4.888038991440949,5.423362940665626,4.24738337075952,3.4,2,3,4,365
Pankow,Prenzlauer Berg Süd,52.53538,13.4296,Entire home/apt,66,3,64,0.56,2,140,0,0,1,4.110466592287078,4.075868748722848,2.7887590114235588,2.673234992894397,3.278752015624446,2.67,1,2,4,1125
Mitte,Alexanderplatz,52.52276,13.40443,Private room,74,4,41,0.66,1,37,9,0,1,1.9483152060754192,1.9708603157555724,0.6959426836367782,1.6832541898253763,1.0737124367076567,0.7,1,1,2,365
Pankow,Prenzlauer Berg Süd,52.52987,13.4268,Private room,61,3,43,0.35,1,282,7,0,1,3.655717397775423,3.6554275878844327,2.2200490764551115,2.551885196155361,2.783845735278337,2.22,1,1,2,20
Neukölln,Reuterstraße,52.48805,13.44107,Entire home/apt,54,30,15,0.14,1,0,0,0,1,5.3228294190934164,5.5659066847161895,4.128707562204335,6.276710439166651,4.735037859574747,4.13,1,1,2,120
Pankow,Prenzlauer Berg Nordwest,52.55381,13.40553,Private room,31,10,270,2.1,2,18,21,1,1,4.582688900725445,4.392337523886516,4.141923110056305,2.3219528298809653,4.141343409873988,2.32,3,5,8,90
Pankow,Prenzlauer Berg Nordwest,52.54579,13.40737,Entire home/apt,81,3,287,2.26,1,247,18,0,1,3.8506073466809108,3.6896728208407144,3.2618043936958028,1.6605628164239776,3.321138045065005,1.66,2,4,3,1125
Pankow,Helmholtzplatz,52.54297,13.42026,Entire home/apt,260,60,151,1.23,1,357,23,1,1,4.1404245431158655,4.035004698453734,3.1728715388411515,2.216988418066567,3.4457606168564734,2.22,1,2,2,60
Pankow,Prenzlauer Berg Südwest,52.53961,13.41951,Entire home/apt,180,4,245,1.92,2,270,33,0,1,3.8432443967388736,3.7541940740708952,2.8097495283170866,2.049302120253789,3.115772369385,2.05,1,1,2,60
Tempelhof - Schöneberg,Schöneberg-Nord,52.49718,13.35518,Entire home/apt,85,4,50,0.4,2,0,0,0,1,2.620004754985164,2.7803045137172786,3.86436751365406,4.84848801796868,3.333207498330806,2.62,2,3,6,300
Pankow,Prenzlauer Berg Süd,52.53639,13.42765,Entire home/apt,65,3,12,0.09,1,0,0,1,1,4.058680206601913,4.012779931120551,2.7903197062559246,2.5444984846031726,3.244979029211848,2.54,1,1,2,7
Charlottenburg-Wilm.,Düsseldorfer Straße,52.49986,13.33631,Entire home/apt,98,4,113,0.91,2,22,16,0,1,3.355477857809025,3.419623514877099,4.8551916302122535,5.367351712217183,4.208614771523613,3.36,1,2,2,1125
Mitte,Alexanderplatz,52.52836,13.40555,Private room,45,3,41,0.33,1,257,0,0,1,2.316315341152282,2.267818673908385,1.3224911623003046,1.286646077506339,1.5466757465713845,1.29,1,1,2,1124
Tempelhof - Schöneberg,Schöneberg-Nord,52.49779,13.35518,Entire home/apt,295,3,224,1.79,1,288,31,0,1,2.5652823172878367,2.7222673397596746,3.8267251811910192,4.789439710862868,3.2871495538657194,2.57,1,3,3,50
Neukölln,Schillerpromenade,52.47919,13.42538,Entire home/apt,91,3,140,1.13,1,287,22,0,1,5.241553963957302,5.514548595867905,4.451917130952016,6.669553521306165,4.876609122590072,4.45,1,2,2,1125
Charlottenburg-Wilm.,Halensee,52.4981,13.29312,Entire home/apt,47,90,3,0.05,11,201,0,0,1,6.093097134515952,6.0855407221958036,7.696097238708702,7.774063214122339,6.99322057988585,6.09,1,3,2,1125
Mitte,Alexanderplatz,52.52944,13.40338,Private room,44,3,209,1.69,1,138,0,0,1,2.2736518889354875,2.2028674589949295,1.426171848453157,1.096919963869429,1.5567430489373373,1.1,2,3,6,91
Tempelhof - Schöneberg,Friedenau,52.4719,13.33744,Private room,59,2,89,0.74,1,309,8,0,1,5.6460620682326175,5.827586048320703,6.648495148825838,7.898014666697019,6.258204446817701,5.65,1,3,7,1125
Mitte,Alexanderplatz,52.5151,13.41369,Entire home/apt,125,1,292,3.5,2,226,0,1,1,2.441578017044364,2.5751318223541553,0.7907882449603106,2.742142394651435,1.5666457179859012,0.79,0,2,4,200
Mitte,Brunnenstr. Süd,52.53164,13.40554,Entire home/apt,77,7,83,0.73,1,1,0,0,1,2.54521282763742,2.462551069416815,1.683424152389956,1.1115153101786597,1.8419685796773053,1.11,0,2,4,200
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5181,13.43261,Private room,38,4,92,0.91,1,0,0,0,1,3.727995841613724,3.8297980243765606,2.062733907804886,3.447167764253472,2.8251505554350893,2.06,1,1,3,120
Tempelhof - Schöneberg,Friedenau,52.46353,13.34404,Entire home/apt,45,2,293,2.35,3,270,27,0,1,6.2998120709231555,6.508071293657681,7.113168158066047,8.564357273880685,6.816184783183306,6.3,0,2,4,300
Tempelhof - Schöneberg,Friedenau,52.46411,13.34383,Entire home/apt,60,2,111,0.89,3,269,14,0,1,6.244983915663237,6.452152798798914,7.0676306583423205,8.509590164814199,6.765947286747885,6.24,1,1,1,60
Neukölln,Schillerpromenade,52.48131,13.42314,Entire home/apt,69,9,37,0.41,1,11,6,0,1,4.962056997313455,5.2346973384409425,4.1779837018843855,6.395067811805727,4.596685355347744,4.18,1,1,2,1125
Mitte,Brunnenstr. Süd,52.53392,13.40503,Entire home/apt,155,1,207,1.61,3,239,18,0,1,2.6983560102614756,2.593581113675464,1.9316617469798378,1.0152114259941922,2.044307577672322,1.02,1,3,3,60
Pankow,Prenzlauer Berg Nord,52.54094,13.43602,Entire home/apt,166,3,399,3.1,9,336,33,1,1,4.812875400452674,4.7590943222314035,3.5416362618843453,3.1745761326723594,4.0055184486542235,3.17,1,1,4,180
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49124,13.41682,Entire home/apt,50,7,3,0.02,1,0,0,0,1,3.8450936395799844,4.110138378626285,2.9930671484423694,5.209750621132839,3.423485992383091,2.99,1,3,3,60
